City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Xining,CN,36.6167,101.7667,5.16,74,0,1.72,clear sky
699,Umea,SE,63.8284,20.2597,33.73,93,100,11.5,overcast clouds
700,Rudnogorsk,RU,57.2639,103.7519,-45.06,99,49,1.9,scattered clouds
701,Kozhva,RU,65.1073,57.0459,10.58,95,95,7.49,overcast clouds
702,Reconquista,AR,-29.15,-59.65,102.33,18,53,5.46,broken clouds
703,Ishinomaki,JP,38.4167,141.3,32.25,70,8,9.51,clear sky
704,Mareeba,AU,-17.0,145.4333,72.45,94,100,1.48,overcast clouds
705,Nsoko,SZ,-27.0333,31.95,88.23,55,57,11.36,broken clouds
706,Ukiah,US,39.1502,-123.2078,43.03,95,100,0.0,mist
707,Luyang,CN,27.6239,110.0989,45.34,42,100,2.04,overcast clouds
708,Katobu,ID,-4.9408,122.5276,75.47,91,74,1.92,light rain
709,Olga,RU,43.7444,135.2892,6.91,83,100,3.87,overcast clouds
710,Sabla,NG,12.7525,4.7077,89.69,11,1,7.45,clear sky
711,Stupari,BA,44.3147,18.6842,51.98,50,20,6.91,few clouds
712,Champerico,GT,14.3,-91.9167,81.14,63,7,6.15,clear sky
713,Susehri,TR,40.1644,38.0867,38.48,73,97,1.7,overcast clouds
714,Portland,US,45.5234,-122.6762,50.29,85,100,13.8,moderate rain
